formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C7ClFO2,[M - H]-,C7-HClFO2-,,0.892,11.031,11.031,0,1,0.888,-1.519,1.519,-1.058,,168.95,40,0.664,7.35173E+17,7.35171E+17,1714,
1,C2H3Cl2F2O2PS,[M - H]-,C2H2Cl2F2O2PS-,,0.586,22.254,22.254,0,6,0.544,1.205,2.657,1.344,,228.887,40,0.666,7.35173E+17,7.35171E+17,1446,
1,Cl3H3N2O4P,[M - H]-,Cl3H2N2O4P-,,0.962,15.35,15.35,0,4,0.27,3.514,3.514,3.242,,229.883,40,0.666,7.35173E+17,7.35171E+17,1543,
1,C2HBrCl2FNO,[M - H]-,C2BrCl2FNO-,,0.994,18.879,18.879,0,3,0.81,-4.808,4.808,-1.275,,221.853,40,0.666,7.35173E+17,7.35171E+17,1604,
1,CH2ClNP4,[M - H]-,CHClNP4-,,0.999,0.834,0.834,0,1,0.081,2.761,2.761,2.707,,185.876,40,0.666,7.35173E+17,7.35171E+17,1616,
1,CClF2OP4,[M - H]-,C-HClF2OP4-,,0.411,-12.071,-12.071,0,0,0,6.335,6.335,6.461,,223.85,40,0.666,7.35173E+17,7.35171E+17,1668,
1,AsCl2FHNO3,[M - H]-,AsCl2FNO3-,,0.5,13.163,13.163,0,4,0.394,3.672,3.672,3.358,,225.847,40,0.666,7.35173E+17,7.35171E+17,1962,
1,C3H8BrClNO5P,[M - H]-,C3H7BrClNO5P-,,0.556,11.392,11.392,0,2,0.327,-3.361,3.361,-3.378,,281.893,40,0.672,7.35173E+17,7.35171E+17,1731,
1,C3H3ClF2IN3,[M - H]-,C3H2ClF2IN3-,,0.832,22.605,22.605,0,4,0.758,1.478,1.484,1.384,,279.896,40,0.672,7.35173E+17,7.35171E+17,1761,
1,C2F2O4S2,[M - H]-,C2-HF2O4S2-,,0.987,13.692,13.692,0,2,0.897,-2.486,2.486,-2.173,,188.913,40,0.672,7.35173E+17,7.35171E+17,1703,
1,HP4S,[M - H]-,P4S-,,1,-10.633,-10.633,0,0,0,-9.239,9.239,-9.342,,155.866,42,0.701,7.35173E+17,7.35171E+17,1730,
1,H2OPS5,[M - H]-,HOPS5-,,0.997,-6.722,-6.722,0,1,0.004,0.939,0.939,1.997,,207.838,42,0.703,7.35173E+17,7.35171E+17,1985,
1,C6H12O9S,[M - H]-,C6H11O9S-,,1,49.813,46.451,3.363,12,0.918,3.585,3.585,3.681,,259.014,43,0.71,7.35173E+17,7.35171E+17,1726,
1,As4BrH,[M - H]-,As4Br-,,1,-0.272,-0.272,0,1,0.223,-2.818,2.818,-2.989,,378.604,43,0.71,7.35173E+17,7.35171E+17,1825,
1,C5H10O8S,[M - H]-,C5H9O8S-,,0.997,68.634,65.148,3.487,12,0.958,4.096,4.096,3.704,,229.003,43,0.71,7.35173E+17,7.35171E+17,1840,
1,C3H4O6S2,[M - H]-,C3H3O6S2-,,0.333,73.883,73.883,0,9,0.865,-4.579,4.579,-1.073,,198.937,43,0.725,7.35173E+17,7.35171E+17,1862,
1,S9,[M - H]-,-HS9-,,1,-2.969,-2.969,0,0,0,-2.126,2.126,-2.276,,286.741,44,0.725,7.35173E+17,7.35171E+17,1854,
1,P2S7,[M - H]-,-HP2S7-,,1,-4.34,-4.34,0,0,0,-6.942,6.942,-7.107,,284.743,44,0.725,7.35173E+17,7.35171E+17,1855,
1,CFI,[M + Cl]-,CClFI-,,0.408,-1.235,-1.235,0,0,0,-0.205,0.205,-0.142,,192.872,44,0.732,7.35173E+17,7.35171E+17,1838,
1,CHOPS4,[M - H]-,COPS4-,,0.99,-2.416,-2.416,0,0,0,-2.423,2.423,-2.027,,186.857,44,0.733,7.35173E+17,7.35171E+17,1885,
1,C3H2N2O6P2S2,[M - H]-,C3HN2O6P2S2-,,0.487,8.601,8.601,0,4,0.599,0.015,4.339,-5.14,,286.874,44,0.736,7.35173E+17,7.35171E+17,2101,
1,C5HPS2,[M - H]-,C5PS2-,,0.356,-2.726,-2.726,0,0,0,6.731,6.731,6.828,,154.92,44,0.738,7.35173E+17,7.35171E+17,2036,
1,C2H2Br2O,[M - H]-,C2HBr2O-,,0.998,0.068,0.068,0,0,0,3.548,3.548,3.659,,198.841,44,0.739,7.35173E+17,7.35171E+17,1858,
1,C16H8ClNO6,[M - H]-,C16H7ClNO6-,,0.994,52.724,52.724,0,15,0.742,-2.993,3.28,-2.931,,343.996,44,0.739,7.35173E+17,7.35171E+17,1876,
1,H2O7S2,[M - H]-,HO7S2-,,0.494,13.125,13.125,0,1,0.974,4.008,4.008,3.629,,176.918,44,0.739,7.35173E+17,7.35171E+17,1877,
1,C2H2FIO8S,[M - H]-,C2HFIO8S-,,0.373,12.574,12.574,0,3,0.766,1.028,1.028,1.185,,330.843,44,0.739,7.35173E+17,7.35171E+17,1881,
1,C3H5BrO8S,[M - H]-,C3H4BrO8S-,,0.25,25.142,25.142,0,4,0.782,-1.517,3.414,-2.273,,278.881,44,0.739,7.35173E+17,7.35171E+17,1936,
1,HO2P2S4,[M - H]-,O2P2S4-,,0.994,-7.224,-7.224,0,2,0.062,5.261,5.261,-0.789,,221.826,44,0.739,7.35173E+17,7.35171E+17,1960,
1,C2Br2,[M - H]-,C2-HBr2-,,1,-0.443,-0.443,0,0,0,-8.642,8.642,-8.67,,180.828,44,0.74,7.35173E+17,7.35171E+17,1812,
1,CBr2O,[M - H]-,C-HBr2O-,,1,0.138,0.138,0,0,0,-3.064,3.064,-3.043,,184.824,44,0.74,7.35173E+17,7.35171E+17,1821,
1,As4H,[M - H]-,As4-,,1,-8.341,-8.341,0,0,0,-2.595,2.595,-2.518,,299.686,44,0.741,7.35173E+17,7.35171E+17,1806,
1,C3H4O4P2S,[M - H]-,C3H3O4P2S-,,0.999,19.151,19.151,0,5,0.953,4.207,4.961,4.233,,196.924,45,0.744,7.35173E+17,7.35171E+17,1883,
1,Cl2F2N4O2,[M - H]-,Cl2F2-HN4O2-,,0.85,8.171,7.245,0.926,1,0.977,-5.462,5.462,-5.338,,194.928,45,0.744,7.35173E+17,7.35171E+17,1956,
1,C4H5BrN2O10S3,[M - H]-,C4H4BrN2O10S3-,,0.841,10.87,10.87,0,5,0.994,0.255,1.336,0.451,,414.822,45,0.745,7.35173E+17,7.35171E+17,2062,
1,C11H21NO3,[M - H]-,C11H20NO3-,,1,46.79,46.79,0,7,0.557,4.348,4.348,4.917,,214.146,45,0.746,7.35173E+17,7.35171E+17,1865,
1,CBr2ClNO2,[M - H]-,C-HBr2ClNO2-,,1,2.205,2.205,0,1,0.094,-3.579,3.579,-3.458,,249.79,45,0.749,7.35173E+17,7.35171E+17,1759,
1,IS4,[M - H]-,-HIS4-,,1,-6.87,-6.87,0,0,0,-0.558,0.558,-0.554,,253.785,45,0.749,7.35173E+17,7.35171E+17,1760,
1,CH2Br2ClNS,[M - H]-,CHBr2ClNS-,,0.999,-4.206,-4.206,0,0,0,-4.053,4.053,-4.271,,251.788,45,0.749,7.35173E+17,7.35171E+17,1767,
1,CH2Br3NS,[M - H]-,CHBr3NS-,,1,-0.614,-0.614,0,2,0.016,2.958,2.958,-2.333,,295.738,45,0.749,7.35173E+17,7.35171E+17,1797,
1,CHAsClNO5,[M - H]-,CAsClNO5-,,0.919,2.123,2.123,0,2,0.054,2.863,2.863,3.22,,215.869,45,0.749,7.35173E+17,7.35171E+17,1845,
1,C4H3BrN2O6S2,[M - H]-,C4H2BrN2O6S2-,,0.352,14.561,14.561,0,2,0.512,-2.112,2.112,-0.642,,316.854,45,0.75,7.35173E+17,7.35171E+17,1884,
1,C2O5P2S,[M - H]-,C2-HO5P2S-,,0.467,3.942,3.942,0,1,0.238,-6.177,6.177,-3.001,,196.886,45,0.75,7.35173E+17,7.35171E+17,1886,
1,CH5INS2,[M - H]-,CH4INS2-,,0.179,-2.563,-2.563,0,1,0.09,-3.345,3.345,-6.011,,220.882,45,0.75,7.35173E+17,7.35171E+17,1887,
1,C2H2OS4,[M - H]-,C2HOS4-,,0.398,-0.946,-0.946,0,0,0,-4.341,4.341,-3.684,,168.891,45,0.75,7.35173E+17,7.35171E+17,1894,
1,C2H2Cl2N2O2S2,[M - H]-,C2HCl2N2O2S2-,,0.696,4.357,3.408,0.948,1,0.005,1.866,1.866,1.196,,218.886,45,0.75,7.35173E+17,7.35171E+17,1903,
1,C6H3BrN2O2,[M - H]-,C6H2BrN2O2-,,0.417,16.133,16.133,0,2,0.732,-2.442,3.384,-1.799,,212.93,45,0.75,7.35173E+17,7.35171E+17,1912,
1,CH2O11P2S3,[M - H]-,CHO11P2S3-,,0.563,15.388,10.186,5.202,2,0.637,-1.608,2.351,-1.415,,346.816,45,0.75,7.35173E+17,7.35171E+17,1925,
1,C2H3FNO8S4,[M - H]-,C2H2FNO8S4-,,0.642,19.549,16.752,2.797,4,0.894,-0.936,1.583,0.741,,314.866,45,0.751,7.35173E+17,7.35171E+17,1897,
1,C5H3BrO7S3,[M - H]-,C5H2BrO7S3-,,0.368,12.247,12.247,0,2,0.782,-0.425,1.13,2.061,,348.816,45,0.751,7.35173E+17,7.35171E+17,1927,
1,C4HBr4O5,[M - H]-,C4Br4O5-,,1,-4.215,-4.215,0,0,0,,,-8.633,,443.645,45,0.752,7.35173E+17,7.35171E+17,1913,
1,C2H2O8S2,[M - H]-,C2HO8S2-,,0.983,12.768,10.804,1.964,1,0.972,-1.6,5.848,-7.296,,216.91,45,0.754,7.35173E+17,7.35171E+17,1926,
1,HO2S6,[M - H]-,O2S6-,,0.864,-6.923,-6.923,0,0,0,1.48,1.48,1.636,,223.823,45,0.754,7.35173E+17,7.35171E+17,1944,
1,C6H4F2O4S5,[M - H]-,C6H3F2O4S5-,,0.809,20.892,20.892,0,7,0.941,0.699,0.699,-0.931,,336.861,45,0.754,7.35173E+17,7.35171E+17,1969,
1,C7H4BrF2O10P3,[M - H]-,C7H3BrF2O10P3-,,0.754,14.094,14.094,0,5,0.844,-0.1,3.127,0.879,,456.81,45,0.754,7.35173E+17,7.35171E+17,1993,
1,C5H4Cl5NO8S2,[M - H]-,C5H3Cl5NO8S2-,,1,14.709,14.709,0,3,0.626,0.571,0.571,0.653,,443.775,45,0.755,7.35173E+17,7.35171E+17,1888,
1,C5H2O4P2S,[M - H]-,C5HO4P2S-,,0.999,11.096,11.096,0,4,0.903,4.779,4.779,-7.064,,218.906,45,0.755,7.35173E+17,7.35171E+17,1905,
1,C3HBr4Cl2NO3S,[M - H]-,C3Br4Cl2NO3S-,,0.5,-4.299,-4.299,0,0,0,-4.89,4.89,-4.871,,515.569,45,0.757,7.35173E+17,7.35171E+17,2005,
1,C2Br3F3,[M - H]-,C2-HBr3F3-,,0.858,-2.141,-2.141,0,0,0,-8.46,8.46,-8.191,,316.74,45,0.758,7.35173E+17,7.35171E+17,2098,
1,H2PS11,[M - H]-,HPS11-,,0.714,-12.794,-12.794,0,0,0,7.743,7.743,8.142,,383.678,46,0.758,7.35173E+17,7.35171E+17,2114,
1,C4H5O6PS5,[M - H]-,C4H4O6PS5-,,0.474,11.219,11.219,0,4,0.794,2.021,2.802,0.522,,338.836,46,0.759,7.35173E+17,7.35171E+17,1906,
1,C6H5Cl3O10S3,[M - H]-,C6H4Cl3O10S3-,,0.752,11.855,11.855,0,2,0.659,-0.126,0.757,-0.449,,436.804,46,0.759,7.35173E+17,7.35171E+17,1922,
1,C2HBr4O3,[M + Br]-,C2HBr5O3-,,1,-4.648,-4.648,0,0,0,-4.557,4.557,-4.433,,467.583,46,0.76,7.35173E+17,7.35171E+17,1965,
1,H4O6P2S3,[M - H]-,H3O6P2S3-,,0.576,10.353,10.353,0,3,0.945,-3.152,4.383,-5.753,,256.856,46,0.761,7.35173E+17,7.35171E+17,1904,
1,C5H2Cl5NO4S,[M - H]-,C5HCl5NO4S-,,0.996,14.352,12.347,2.005,2,0.957,-0.548,0.548,-0.522,,345.807,46,0.761,7.35173E+17,7.35171E+17,1920,
1,C3H2NO6P3S4,[M - H]-,C3HNO6P3S4-,,0.364,9.324,9.324,0,2,0.708,-3.128,3.128,-3.22,,367.789,46,0.761,7.35173E+17,7.35171E+17,1933,
1,HI2O2PS2,[M - H]-,I2O2PS2-,,0.885,-0.445,-0.445,0,1,1,-0.31,5.231,-5.588,,380.715,46,0.761,7.35173E+17,7.35171E+17,1939,
1,C5Cl5N,[M - H]-,C5-HCl5N-,,0.919,1.602,0.369,1.232,0,0,-0.262,0.262,-0.246,,247.84,46,0.761,7.35173E+17,7.35171E+17,1940,
1,HIS6,[M - H]-,IS6-,,0.905,-3.118,-3.118,0,0,0,2.998,2.998,3.553,,318.739,46,0.761,7.35173E+17,7.35171E+17,1923,
1,BrClFP4S,[M - H]-,BrClF-HP4S-,,1,-14.061,-16.592,2.53,0,0,9.717,9.717,9.195,,287.748,46,0.763,7.35173E+17,7.35171E+17,2123,
1,C4H3ClN2O4S,[M - H]-,C4H2ClN2O4S-,,0.857,15.241,15.241,0,2,0.984,5.178,5.178,4.792,,208.944,46,0.763,7.35173E+17,7.35171E+17,1961,
1,C4H7O8S6,[M - H]-,C4H6O8S6-,,0.924,30.031,30.031,0,14,0.843,-2.172,2.473,-1.476,,373.839,46,0.763,7.35173E+17,7.35171E+17,1979,
1,C3H4O8S2,[M - H]-,C3H3O8S2-,,0.949,15.597,15.597,0,2,0.979,4.506,4.892,-6.377,,230.926,46,0.763,7.35173E+17,7.35171E+17,2015,
1,C3HNO2S7,[M - H]-,C3NO2S7-,,0.874,-1.108,-1.108,0,0,0,3.673,3.673,3.601,,305.799,46,0.766,7.35173E+17,7.35171E+17,2086,
1,FHINS2,[M - H]-,FINS2-,,0.461,-3.828,-3.828,0,0,0,,,-3.265,,223.85,46,0.766,7.35173E+17,7.35171E+17,2105,
1,CH3OS6,[M + Cl]-,CH3ClOS6-,,0.489,-5.029,-5.029,0,1,0.015,-0.11,0.11,-0.027,,257.82,46,0.768,7.35173E+17,7.35171E+17,2053,
1,CH3BrClFNPS2,[M - H]-,CH2BrClFNPS2-,,0.758,11.626,11.102,0.524,2,0.909,1.371,1.506,1.527,,255.823,46,0.768,7.35173E+17,7.35171E+17,2067,
1,C2H3NO6SSe,[M - H]-,C2H2NO6SSe-,,0.333,74.821,74.821,0,17,0.654,0.135,1.539,1.746,,241.884,46,0.768,7.35173E+17,7.35171E+17,1929,
1,CHO5P2S2,[M - H]-,CO5P2S2-,,0.795,0.336,0.336,0,3,0.045,-3.752,3.752,-1.455,,217.866,46,0.769,7.35173E+17,7.35171E+17,1839,
1,C25H44O25S,[M - H]-,C25H43O25S-,,0.612,5.432,0.814,4.617,2,0.972,4.262,4.262,4.049,,775.185,46,0.77,7.35173E+17,7.35171E+17,1973,
1,C12H24N2O4,[M - H]-,C12H23N2O4-,,1,100.056,97.351,2.705,37,0.899,4.159,4.159,5.592,,259.168,46,0.774,7.35173E+17,7.35171E+17,2194,
1,C24H25BrN4O5,[M - H]-,C24H24BrN4O5-,,0.999,107.236,107.236,0,25,0.865,5.783,5.783,-2.913,,527.092,46,0.774,7.35173E+17,7.35171E+17,1736,
1,C32H18O14,[M - H]-,C32H17O14-,,1,51.58,51.58,0,16,0.416,4.953,4.953,-4.046,,625.06,46,0.774,7.35173E+17,7.35171E+17,1951,
1,C8H8O6S,[M - H]-,C8H7O6S-,,1,38.991,38.991,0,9,0.479,4.973,4.973,5.054,,230.998,47,0.775,7.35173E+17,7.35171E+17,1982,
1,C4H6O8S2,[M - H]-,C4H5O8S2-,,0.952,21.087,21.087,0,3,0.903,1.827,4.336,-5.767,,244.942,47,0.781,7.35173E+17,7.35171E+17,2007,
1,C7H14O9S,[M - H]-,C7H13O9S-,,0.997,52.839,52.839,0,23,0.812,4.373,4.373,4.188,,273.03,47,0.781,7.35173E+17,7.35171E+17,2010,
1,C6H8O7,[M - H]-,C6H7O7-,,1,100.04,100.04,0,12,0.957,4.932,4.932,5.569,,191.021,47,0.784,7.35173E+17,7.35171E+17,2008,
1,C12H26ClN3O2,[M - H]-,C12H25ClN3O2-,,0.366,3.171,-0.609,3.78,0,0,,,5.65,,278.166,47,0.784,7.35173E+17,7.35171E+17,2047,
1,C7H4Br2FNO2,[M - H]-,C7H3Br2FNO2-,,0.805,3.633,3.633,0,1,0.063,0.604,0.628,1.341,,309.852,47,0.784,7.35173E+17,7.35171E+17,2009,
1,C28H38N4O14S2,[M - H]-,C28H37N4O14S2-,,0.95,87.496,87.496,0,22,0.74,4.274,4.274,2.499,,717.177,47,0.787,7.35173E+17,7.35171E+17,2132,
1,C11H14ClN5O3,[M - H]-,C11H13ClN5O3-,,0.777,54.716,45.355,9.36,9,0.254,4.578,4.578,-0.27,,298.071,47,0.788,7.35173E+17,7.35171E+17,2018,
1,C9H16ClN2O6PSe,[M - H]-,C9H15ClN2O6PSe-,,0.934,138.606,138.606,0,45,0.698,2.391,2.391,1.549,,386.959,47,0.788,7.35173E+17,7.35171E+17,2020,
1,C8H16AsClN2O7Si,[M - H]-,C8H15AsClN2O7Si-,,0.633,117.432,117.432,0,42,0.629,1.575,1.791,1.08,,388.956,47,0.788,7.35173E+17,7.35171E+17,2021,
1,C7H16Cl3N2O8PS,[M - H]-,C7H15Cl3N2O8PS-,,1,127.394,117.738,9.656,38,0.615,0.302,1.665,1.017,,422.936,47,0.788,7.35173E+17,7.35171E+17,2022,
1,C10H14BrCl2FN2O6,[M - H]-,C10H13BrCl2FN2O6-,,0.971,105.164,103.716,1.448,36,0.473,0.573,2.591,1.893,,424.933,47,0.788,7.35173E+17,7.35171E+17,2023,
1,C17H30N2O8S3,[M - H]-,C17H29N2O8S3-,,0.459,10.736,10.736,0,7,0.718,-1.051,4.398,2.015,,485.11,47,0.788,7.35173E+17,7.35171E+17,2040,
1,C15H20N2O7,[M - H]-,C15H19N2O7-,,1,183.252,179.88,3.372,26,0.501,4.628,4.628,2.611,,339.121,47,0.788,7.35173E+17,7.35171E+17,2506,
1,C6H12O8S,[M - H]-,C6H11O8S-,,0.992,57.357,52.062,5.295,11,0.957,3.992,3.992,4.148,,243.019,47,0.79,7.35173E+17,7.35171E+17,1710,
1,C9H9O8,[M - H]-,C9H8O8-,,0.608,9.604,9.604,0,2,0.028,-0.647,0.929,-0.761,,244.022,47,0.79,7.35173E+17,7.35171E+17,2006,
1,C25H38O26P2,[M - H]-,C25H37O26P2-,,0.427,50.773,45.794,4.98,22,0.868,3.749,4.302,2.763,,815.108,47,0.79,7.35173E+17,7.35171E+17,2025,
1,C24H32O24,[M - H]-,C24H31O24-,,1,120.725,120.725,0,30,0.931,4.257,4.257,4.515,,703.124,47,0.79,7.35173E+17,7.35171E+17,2042,
1,C9HFO5,[M - H]-,C9FO5-,,0.918,21.144,21.144,0,3,0.687,-0.788,1.337,1.039,,206.974,48,0.794,7.35173E+17,7.35171E+17,2178,
1,CH2ClNP4,[M - H]-,CHClNP4-,,0.999,0.731,0.731,0,1,0.083,3.863,3.863,3.299,,185.876,48,0.795,7.35173E+17,7.35171E+17,2044,
1,C4H4FS5,[M - H]-,C4H3FS5-,,0.494,4.078,4.078,0,1,0.619,-1.075,2.603,1.514,,229.883,48,0.795,7.35173E+17,7.35171E+17,2045,
1,C28H40N4O18S3,[M - H]-,C28H39N4O18S3-,,0.424,26.9,26.9,0,12,0.937,3.517,3.517,2.776,,815.145,48,0.797,7.35173E+17,7.35171E+17,2054,
1,C38H26O20,[M - H]-,C38H25O20-,,1,73.269,73.269,0,20,0.657,4.037,4.037,-3.279,,801.092,48,0.798,7.35173E+17,7.35171E+17,2052,
1,C41H38O18,[M - H]-,C41H37O18-,,0.962,3.5,3.5,0,0,0,,,-2.996,,817.196,48,0.799,7.35173E+17,7.35171E+17,2070,
1,C41H48O15,[M - H]-,C41H47O15-,,0.919,4.5,4.5,0,0,0,,,-4.523,,779.289,48,0.803,7.35173E+17,7.35171E+17,2063,
1,C6H14F4O4Si2,[M - H]-,C6H13F4O4Si2-,,0.763,52.245,52.245,0,13,0.815,-0.571,1.87,-0.528,,281.029,48,0.804,7.35173E+17,7.35171E+17,2143,
1,CNP3S4,[M - H]-,C-HNP3S4-,,0.971,-6.236,-6.236,0,0,0,-0.527,0.527,-0.311,,245.805,48,0.804,7.35173E+17,7.35171E+17,2097,
1,C10H6Br2Cl2N2OS,[M - H]-,C10H5Br2Cl2N2OS-,,0.502,-2.856,-2.856,0,1,0.159,-0.956,1.218,-2.162,,428.786,48,0.808,7.35173E+17,7.35171E+17,2074,
1,COS10,[M - H]-,C-HOS10-,,0.913,-3.838,-3.838,0,0,0,7.732,7.732,8.052,,346.711,49,0.808,7.35173E+17,7.35171E+17,2076,
1,C38H74O2,[M - H]-,C38H73O2-,,1,4.287,4.287,0,0,0,-2.427,2.427,-2.253,,561.56,49,0.808,7.35173E+17,7.35171E+17,2089,
1,COP2S8,[M - H]-,C-HOP2S8-,,0.977,-4.793,-4.793,0,0,0,6.909,6.909,7.167,,344.714,49,0.808,7.35173E+17,7.35171E+17,2116,
1,CNPS6,[M - H]-,C-HNPS6-,,0.998,-2.696,-2.696,0,0,0,1.545,1.545,1.513,,247.802,49,0.811,7.35173E+17,7.35171E+17,2092,
1,C7H13NO5S2,[M - H]-,C7H12NO5S2-,,1,53.279,53.279,0,12,0.874,5.063,5.063,5.873,,254.018,49,0.814,7.35173E+17,7.35171E+17,2099,
1,CH2O6S3,[M - H]-,CHO6S3-,,0.282,14.184,14.184,0,1,0.758,-1.904,1.904,-1.339,,204.894,49,0.816,7.35173E+17,7.35171E+17,1966,
1,C3H3ClF2IN3,[M - H]-,C3H2ClF2IN3-,,0.801,22.754,22.754,0,4,0.787,1.629,1.629,2.491,,279.896,49,0.816,7.35173E+17,7.35171E+17,2058,
1,C3H10O3P3S3,[M - H]-,C3H9O3P3S3-,,0.784,13.636,13.636,0,6,0.352,-0.261,2.195,0.335,,281.893,49,0.816,7.35173E+17,7.35171E+17,2060,
1,C6H2FO2S6,[M - H]-,C6HFO2S6-,,0.445,9.096,9.096,0,3,0.727,-4.164,4.338,-3.458,,315.828,49,0.816,7.35173E+17,7.35171E+17,2106,
1,Cl3H2NP6Se,[M - H]-,Cl3HNP6Se-,,0.59,-12.358,-12.358,0,0,0,0.625,0.625,0.706,,379.683,49,0.817,7.35173E+17,7.35171E+17,1946,
1,HIPS7,[M - H]-,IPS7-,,0.485,-10.627,-10.627,0,0,0,-8.054,8.054,-7.913,,381.68,49,0.817,7.35173E+17,7.35171E+17,1947,
1,NOP3S8,[M - H]-,-HNOP3S8-,,0.486,-6.301,-6.301,0,0,0,-1.689,1.689,-1.655,,377.688,49,0.817,7.35173E+17,7.35171E+17,2093,
1,C12H22O12S,[M - H]-,C12H21O12S-,,0.256,108.24,108.24,0,27,0.677,3.69,3.69,3.519,,389.077,49,0.817,7.35173E+17,7.35171E+17,2112,
1,C11H20O12S,[M - H]-,C11H19O12S-,,0.863,24.859,21.642,3.217,16,0.737,3.648,3.648,3.091,,375.061,49,0.817,7.35173E+17,7.35171E+17,2119,
1,C9H10N4O5S,[M - H]-,C9H9N4O5S-,,0.5,59.11,59.11,0,25,0.788,3.512,3.512,-0.365,,285.03,49,0.817,7.35173E+17,7.35171E+17,2127,
1,CH4N2O3P2S,[M - H]-,CH3N2O3P2S-,,0.329,12.873,12.873,0,2,0.936,2.749,3.213,2.975,,184.935,49,0.818,7.35173E+17,7.35171E+17,1915,
1,C7H9N3O9Si2,[M - H]-,C7H8N3O9Si2-,,0.103,72.875,72.875,0,24,0.826,-3.983,3.983,-0.046,,333.98,49,0.822,7.35173E+17,7.35171E+17,2130,
1,C2NOP3S6,[M - H]-,C2-HNOP3S6-,,0.419,-5.334,-5.893,0.559,0,0,-9.602,9.602,-9.513,,337.741,50,0.826,7.35173E+17,7.35171E+17,2107,
1,C3H3O3S4,[M - H]-,C3H2O3S4-,,0.5,32.418,32.418,0,7,0.676,-3.84,4.025,-2.695,,213.889,50,0.826,7.35173E+17,7.35171E+17,2128,
1,C2HIO4S,[M - H]-,C2IO4S-,,0.609,7.425,7.425,0,1,0.82,0.364,4.816,-4.46,,246.856,50,0.831,7.35173E+17,7.35171E+17,1950,
1,C2I2,[M - H]-,C2-HI2-,,0.901,0.055,0.055,0,0,0,-3.651,3.651,-3.611,,276.801,50,0.831,7.35173E+17,7.35171E+17,2131,
1,C2NP2S4,[M - H]-,C2-HNP2S4-,,0.992,-7.565,-7.565,0,0,0,-1.683,1.683,-1.696,,226.831,50,0.834,7.35173E+17,7.35171E+17,1953,
1,C4H7Cl4N3S2,[M - H]-,C4H6Cl4N3S2-,,0.517,8.221,8.221,0,2,0.732,0.332,0.385,0.222,,299.876,50,0.834,7.35173E+17,7.35171E+17,2134,
1,C7H10N2O6S,[M - H]-,C7H9N2O6S-,,1,68.72,68.72,0,24,0.734,4.98,4.98,4.817,,249.02,50,0.835,7.35173E+17,7.35171E+17,2136,
1,C32H42N4O23,[M - H]-,C32H41N4O23-,,0.42,67.971,67.971,0,20,0.774,4.274,4.274,4.313,,849.22,50,0.835,7.35173E+17,7.35171E+17,2137,
1,C10H14NO11PS2,[M - H]-,C10H13NO11PS2-,,0.858,18.377,18.377,0,7,0.869,-0.03,1.685,0.592,,417.968,51,0.849,7.35173E+17,7.35171E+17,2140,
1,C11H22N2O3,[M - H]-,C11H21N2O3-,,1,67.388,65.325,2.063,18,0.925,4.94,4.94,5.428,,229.157,51,0.851,7.35173E+17,7.35171E+17,2141,
1,C4H10O6S,[M - H]-,C4H9O6S-,,0.5,46.105,46.105,0,8,0.904,3.753,3.753,4.58,,185.013,51,0.854,7.35173E+17,7.35171E+17,2148,
1,C27H44O22,[M - H]-,C27H43O22-,,0.894,125.694,125.694,0,28,0.836,4.198,4.198,4.426,,719.228,51,0.858,7.35173E+17,7.35171E+17,2155,
1,C5H5BrO3,[M - H]-,C5H4BrO3-,,1,39.155,39.155,0,8,0.771,4.319,4.319,4.872,,190.936,52,0.861,7.35173E+17,7.35171E+17,2149,
1,C5H7BrOS,[M - H]-,C5H6BrOS-,,0.961,5.902,5.902,0,2,0.145,4.953,4.953,5.124,,192.934,52,0.861,7.35173E+17,7.35171E+17,2150,
1,C10H13NO6,[M - H]-,C10H12NO6-,,0.333,251.148,251.148,0,34,0.685,5.058,5.058,5.161,,242.068,52,0.862,7.35173E+17,7.35171E+17,2151,
1,C8H12N2O4,[M - H]-,C8H11N2O4-,,1,126.596,126.596,0,20,0.633,4.614,4.614,4.469,,199.073,52,0.868,7.35173E+17,7.35171E+17,2156,
1,C11H12ClNO6S,[M - H]-,C11H11ClNO6S-,,0.65,42.011,42.011,0,9,0.971,-2.95,2.95,-0.685,,320,52,0.869,7.35173E+17,7.35171E+17,2154,
1,C5H8N2O4S2,[M - H]-,C5H7N2O4S2-,,0.727,45.068,45.068,0,6,0.458,2.729,2.729,2.77,,222.986,52,0.873,7.35173E+17,7.35171E+17,2133,
1,C7H10O5,[M - H]-,C7H9O5-,,1,120.607,120.607,0,14,0.697,5.028,5.028,5.161,,173.046,52,0.873,7.35173E+17,7.35171E+17,2157,
1,C5H3BrO4,[M - H]-,C5H2BrO4-,,1,35.934,35.934,0,5,0.4,4.228,4.228,4.567,,204.915,53,0.881,7.35173E+17,7.35171E+17,2160,
1,C14H18N8O6S,[M - H]-,C14H17N8O6S-,,0.996,17.143,14.965,2.178,5,0.949,4.671,4.671,2.176,,425.101,53,0.881,7.35173E+17,7.35171E+17,2174,
